GEOID,perc_college_grad_2016
17031010100,19.5
17031010201,19.9
17031010202,24.2
17031010300,20.8
17031010400,36.6
17031010501,30.6
17031010502,31.2
17031010503,18.4
17031010600,28.5
17031010701,26.5
17031010702,25.8
17031020100,20.9
17031020200,30.2
17031020301,33.8
17031020302,34.3
17031020400,28.1
17031020500,23.3
17031020601,21.7
17031020602,24.9
17031020701,22.7
17031020702,22.3
17031020801,14.7
17031020802,24.9
17031020901,23.8
17031020902,22.3
17031030101,36.1
17031030102,33.5
17031030103,34.3
17031030104,31.8
17031030200,27.6
17031030300,19.5
17031030400,35.8
17031030500,32.1
17031030601,28.8
17031030603,28.7
17031030604,34.8
17031030701,27.1
17031030702,40.3
17031030703,34.1
17031030706,22.1
17031030800,40.2
17031030900,32.3
17031031000,39.7
17031031100,39.7
17031031200,27
17031031300,28.8
17031031400,40.9
17031031501,23.3
17031031502,23.6
17031031700,33.6
17031031800,44.7
17031031900,47.3
17031032100,38.8
17031040100,35
17031040201,40.8
17031040202,28.3
17031040300,27.1
17031040401,34.2
17031040402,36.6
17031040600,39.5
17031040700,41.2
17031040800,40.9
17031040900,42.8
17031050100,43.3
17031050200,35.7
17031050300,38.9
17031050500,44.4
17031050600,49.5
17031050700,45.4
17031050800,42.5
17031050900,42
17031051000,38
17031051100,41.5
17031051200,46.1
17031051300,49.4
17031051400,37.2
17031060100,47.3
17031060200,48.1
17031060300,44.9
17031060400,51.2
17031060500,28
17031060800,52.3
17031060900,38
17031061000,46.9
17031061100,52.8
17031061200,61.7
17031061500,49.7
17031061800,45.7
17031061901,43.7
17031061902,40.9
17031062000,51.3
17031062100,45.8
17031062200,45.1
17031062300,55.3
17031062400,52.1
17031062500,56.6
17031062600,46.6
17031062700,38.7
17031062800,56.5
17031062900,53.7
17031063000,54.8
17031063100,43
17031063200,40.8
17031063301,43.8
17031063302,46.4
17031063303,38.2
17031063400,55
17031070101,48.2
17031070102,36.4
17031070103,53.5
17031070200,42.6
17031070300,56.7
17031070400,43
17031070500,37.9
17031070600,52.8
17031070700,44.3
17031071000,58.5
17031071100,54.1
17031071200,46.7
17031071300,53.7
17031071400,40.4
17031071500,55.5
17031071600,45.2
17031071700,42.3
17031071800,50.4
17031080100,41
17031080201,39.3
17031080202,46.4
17031080300,43.4
17031080400,34.2
17031081000,28.4
17031081100,44.9
17031081201,40.8
17031081202,36
17031081300,34
17031081401,31.2
17031081402,37.4
17031081403,45.1
17031081500,44.3
17031081600,42.1
17031081700,49.8
17031081800,51.2
17031081900,34.4
17031090100,28.7
17031090200,28.6
17031090300,32.2
17031100100,26.8
17031100200,19.3
17031100300,20.8
17031100400,28.6
17031100500,22.8
17031100600,22.9
17031100700,25
17031110100,20.5
17031110200,21.3
17031110300,20.7
17031110400,20.8
17031110501,29.5
17031110502,22.2
17031120100,38.3
17031120200,30.6
17031120300,40.3
17031120400,26.6
17031130100,29.7
17031130200,44
17031130300,28.9
17031140100,16.3
17031140200,23.4
17031140301,21.7
17031140302,19.8
17031140400,20.8
17031140500,19.7
17031140601,14.6
17031140602,17.1
17031140701,27.4
17031140702,22.1
17031140800,28.2
17031150200,22.3
17031150300,23.9
17031150401,21
17031150402,20.6
17031150501,23.1
17031150502,15.3
17031150600,16.6
17031150700,15.8
17031150800,13.3
17031151001,14
17031151002,13.4
17031151100,10.9
17031151200,14.9
17031160100,22.6
17031160200,30.8
17031160300,27.5
17031160400,22.1
17031160501,23.3
17031160502,19.7
17031160601,24.3
17031160602,24.6
17031160700,29.8
17031160800,29.7
17031160900,29.1
17031161000,28
17031161100,35.7
17031161200,21.2
17031161300,13.6
17031170100,18
17031170200,16.5
17031170300,20.5
17031170400,19.3
17031170500,19
17031170600,16.5
17031170700,15.9
17031170800,13.5
17031170900,13.2
17031171000,13
17031171100,16
17031180100,13.1
17031190100,8.6
17031190200,13.8
17031190300,11.7
17031190401,17.2
17031190402,13
17031190601,6.3
17031190602,10.9
17031190701,9
17031190702,7.8
17031190800,6.2
17031190900,6.7
17031191000,7
17031191100,5.1
17031191200,3.7
17031191301,9.8
17031191302,4.9
17031200100,12.8
17031200200,6.9
17031200300,4.7
17031200401,5
17031200402,6.7
17031210100,29.5
17031210400,17.9
17031210501,13.7
17031210502,11.4
17031210601,19.1
17031210602,17.5
17031210700,21.9
17031210800,20.6
17031210900,28.7
17031220300,40.7
17031220400,32.4
17031220500,44.6
17031220601,30.2
17031220602,34.4
17031220701,19.2
17031220702,22.1
17031220901,8.5
17031220902,10.4
17031221000,20.3
17031221100,26.5
17031221200,34.5
17031221300,39.8
17031221400,33.4
17031221500,31.2
17031221600,43.8
17031222200,46.3
17031222500,22.9
17031222600,26.6
17031222700,22.9
17031222800,11.9
17031222900,6.3
17031230100,26.5
17031230200,7.5
17031230300,8.7
17031230400,9.9
17031230500,10.9
17031230600,7.7
17031230700,5.9
17031230800,10
17031230900,19.8
17031231100,4.2
17031231200,6.7
17031231500,4.6
17031240200,49.9
17031240300,50.2
17031240500,50.9
17031240600,34.4
17031240700,28.2
17031240800,20.8
17031240900,13.2
17031241000,24.7
17031241100,41.3
17031241200,36.7
17031241300,44.9
17031241400,49.3
17031241500,47.6
17031241600,49
17031242000,37.2
17031242100,49.8
17031242200,43.8
17031242300,47.4
17031242400,39.1
17031242500,34.7
17031242600,34.2
17031242700,24.6
17031242800,24.3
17031242900,29.3
17031243000,27
17031243100,34.7
17031243200,45.1
17031243300,37.8
17031243400,34
17031243500,45.9
17031250200,5.4
17031250300,12.6
17031250400,7.5
17031250500,23.3
17031250600,7.9
17031250700,7.6
17031250800,3.1
17031251000,2.4
17031251100,7.6
17031251200,8.2
17031251300,7.1
17031251400,10.9
17031251500,3.8
17031251600,6.8
17031251700,6.4
17031251800,5
17031251900,5.3
17031252000,7.7
17031252101,14.8
17031252102,6.1
17031252201,8.6
17031252202,8
17031260100,9
17031260200,1.9
17031260300,5.4
17031260400,0
17031260500,6.1
17031260600,2.2
17031260700,2.7
17031260800,2.2
17031260900,0.5
17031261000,8.1
17031270500,5.2
17031271200,7.5
17031271300,10.1
17031271400,11.2
17031271500,10.5
17031271800,5.2
17031280100,49.4
17031280400,9.2
17031280800,11.4
17031280900,13.8
17031281900,43.3
17031282700,19.6
17031282800,23.2
17031283100,31.8
17031283200,31.3
17031283800,34
17031290900,5.5
17031291200,11.2
17031291600,7.7
17031292200,8.8
17031292400,4.8
17031292500,9.3
17031300500,6.2
17031300600,13.4
17031300700,5.2
17031300800,3.1
17031300900,3.3
17031301100,8.5
17031301200,9.3
17031301600,7.9
17031301701,5.3
17031301702,4.5
17031301801,3.1
17031301802,3.6
17031301803,2.1
17031310200,32.8
17031310300,25.8
17031310400,22.6
17031310500,11.4
17031310600,21.2
17031310700,15.4
17031310800,15
17031310900,17.1
17031320100,42.1
17031320400,32.9
17031320600,40.5
17031330100,34.2
17031330200,31.4
17031340300,11.2
17031340400,17.8
17031340500,12.8
17031340600,5.2
17031350100,36.5
17031350400,2.5
17031351000,26.2
17031351100,8.6
17031351400,10.5
17031351500,12.7
17031360200,10.3
17031380100,14
17031380200,17.9
17031380500,10.6
17031380700,4.2
17031381200,12.3
17031381400,4.9
17031381500,19.6
17031381700,-
17031381800,11.3
17031381900,16.6
17031390100,22.7
17031390200,23.4
17031390300,17
17031390400,15.7
17031390500,24.6
17031390600,25.4
17031390700,30.1
17031400300,9.7
17031400400,18
17031400500,12
17031400800,10.4
17031410100,28.8
17031410200,26.3
17031410500,23.1
17031410600,33.7
17031410700,28.5
17031410800,28.6
17031410900,30.4
17031411000,26.5
17031411100,24.2
17031411200,17.3
17031420100,11.9
17031420200,27.6
17031420300,24
17031420400,18.3
17031420500,9.9
17031420600,9.7
17031420700,5.3
17031420800,14.7
17031421200,9.9
17031430101,16
17031430102,15.6
17031430200,11.4
17031430300,13.8
17031430400,18.6
17031430500,9.8
17031430600,17.4
17031430700,16.2
17031430800,19.4
17031430900,18.1
17031431200,19.4
17031431301,13.3
17031431302,11.7
17031431400,9
17031440101,5.2
17031440102,11
17031440201,6.2
17031440202,24.9
17031440300,18
17031440600,11.8
17031440700,14
17031440800,7.9
17031440900,10.3
17031450300,14
17031460100,12.3
17031460200,7.9
17031460301,5.3
17031460302,15.6
17031460400,14.5
17031460500,12.7
17031460600,8.8
17031460700,4.7
17031461000,7.3
17031470100,6.4
17031480100,14.4
17031480200,20.2
17031480300,17.4
17031480400,15.6
17031480500,12.2
17031490300,22.2
17031490400,14.7
17031490500,18.4
17031490600,8.8
17031490700,11.5
17031490800,13.1
17031490901,14.5
17031490902,14.5
17031491000,3.8
17031491100,17.6
17031491200,11.1
17031491300,4.9
17031491400,7.8
17031500100,15.2
17031500200,15
17031500300,23.8
17031510100,6.2
17031510200,6.7
17031510300,7.4
17031520100,7.8
17031520200,6.4
17031520300,6.5
17031520400,10.8
17031520500,13.9
17031520600,6.1
17031530100,4.1
17031530200,9.4
17031530300,8.8
17031530400,15.7
17031530501,11
17031530502,8.9
17031530503,13.7
17031530600,6.1
17031540101,3
17031540102,3.6
17031550100,10
17031550200,14
17031560100,11.7
17031560200,8.5
17031560300,11.8
17031560400,8.2
17031560700,8.5
17031560800,16
17031560900,15.3
17031561000,21.6
17031561100,15.3
17031570100,10.2
17031570200,6.5
17031570300,8.4
